"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"21","1008.0","1009.1","1009.5","2003-07-21 22:25","1006.3","2003-07-21 15:43","31.0","35.2","2003-07-21 11:31","27.4","2003-07-21 04:28","24.7","70","58","2003-07-21 11:04","1.8","90","6.6","90","2003-07-21 15:46","0.0","0.0","0.0","...","0.0","...","11.7","88.1","30.35","24.1","4.5","11","2003-07-21 12:00","2.5"
"22","1007.4","1008.5","1010.8","2003-07-22 10:25","1005.4","2003-07-22 17:21","29.2","32.9","2003-07-22 09:27","25.4","2003-07-22 23:36","24.4","76","57","2003-07-22 07:19","2.5","40","11.3","20","2003-07-22 16:59","28.0","4.3","9.0","2003-07-22 23:26","14.0","2003-07-22 21:50","3.6","27.1","11.41","16.1","-4.2","6","2003-07-22 14:00","8.0"
"23","1008.2","1009.3","1010.7","2003-07-23 22:09","1006.2","2003-07-23 14:58","26.8","31.8","2003-07-23 13:43","24.8","2003-07-23 02:29","25.4","92","68","2003-07-23 13:42","1.8","350","10.0","10","2003-07-23 00:36","74.0","10.7","8.0","2003-07-23 07:41","14.0","2003-07-23 01:54","1.5","11.3","8.98","10.5","-6.2","7","2003-07-23 14:00","8.9"
"24","1010.2","1011.3","1011.6","2003-07-24 22:13","1008.7","2003-07-24 03:23","29.3","33.6","2003-07-24 12:09","24.7","2003-07-24 01:14","25.7","82","68","2003-07-24 10:52","1.4","190","6.6","190","2003-07-24 14:04","2.5","1.1","1.0","2003-07-24 00:15","2.5","2003-07-24 00:01","10.6","80.0","29.13","19.4","7.6","11","2003-07-24 12:00","4.4"
"25","1010.9","1012.0","1012.0","2003-07-25 21:59","1009.8","2003-07-25 03:24","29.9","33.6","2003-07-25 13:55","26.7","2003-07-25 04:09","24.9","75","62","2003-07-25 11:42","1.3","190","4.8","130","2003-07-25 10:46","0.0","0.0","0.0","...","0.0","...","11.8","89.2","29.17","22.3","6.9","11","2003-07-25 13:00","3.1"
"26","1010.1","1011.2","1011.4","2003-07-26 21:45","1008.1","2003-07-26 16:32","29.9","33.4","2003-07-26 13:58","26.8","2003-07-26 04:22","24.5","73","58","2003-07-26 14:18","1.3","190","5.3","160","2003-07-26 12:38","0.0","0.0","0.0","...","0.0","...","11.3","85.5","28.18","22.5","6.7","10","2003-07-26 12:00","3.6"
"27","1009.3","1010.4","1011.1","2003-07-27 00:01","1007.8","2003-07-27 16:53","29.9","33.3","2003-07-27 12:52","26.7","2003-07-27 05:40","24.8","75","60","2003-07-27 08:39","1.4","300","5.2","180","2003-07-27 13:55","0.0","0.0","0.0","...","0.0","...","10.5","79.5","26.82","20.0","5.7","10","2003-07-27 13:00","5.8"
"28","1008.3","1009.4","1009.7","2003-07-28 00:01","1006.4","2003-07-28 16:23","30.1","33.7","2003-07-28 12:22","26.8","2003-07-28 05:29","25.4","76","66","2003-07-28 12:23","1.5","130","5.8","10","2003-07-28 19:31","0.0","0.0","0.0","...","0.0","...","11.9","90.2","29.30","21.0","7.5","10","2003-07-28 13:00","2.6"
"29","1006.7","1007.8","1008.7","2003-07-29 00:04","1005.1","2003-07-29 15:26","30.3","34.3","2003-07-29 12:56","27.3","2003-07-29 05:15","25.0","74","57","2003-07-29 12:40","1.6","60","8.4","20","2003-07-29 13:06","0.0","0.0","0.0","...","0.0","...","10.5","79.7","27.71","19.4","4.9","X","2003-07-29 10:00","3.9"
"30","1005.2","1006.3","1006.7","2003-07-30 21:28","1003.8","2003-07-30 16:29","30.0","33.3","2003-07-30 13:16","27.2","2003-07-30 05:12","25.3","76","65","2003-07-30 11:04","1.6","60","6.3","60","2003-07-30 12:53","0.0","0.0","0.0","...","0.0","...","11.7","88.9","28.25","19.1","7.6","X","2003-07-30 10:00","3.4"
"31","1004.9","1006.0","1006.1","2003-07-31 10:20","1003.4","2003-07-31 04:13","30.0","33.6","2003-07-31 13:22","26.6","2003-07-31 05:15","24.4","72","58","2003-07-31 15:22","1.8","60","7.6","80","2003-07-31 10:33","0.0","0.0","0.0","...","0.0","...","11.9","90.5","29.61","20.0","5.8","X","2003-07-31 10:00","2.5"
