"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"17","995.3","996.4","999.2","2008-07-17 00:01","991.8","2008-07-17 20:46","28.3","30.2","2008-07-17 11:13","26.7","2008-07-17 23:59","23.9","77","68","2008-07-17 10:44","1.8","210","17.5","200","2008-07-17 23:57","4.0","5.9","0.5","2008-07-17 22:05","1.5","2008-07-17 21:39","0.0","0.0","6.35","13.4","-1.3","3","2008-07-17 12:00","9.8"
"18","1000.3","1001.4","1004.5","2008-07-18 23:33","996.4","2008-07-18 00:02","27.1","28.3","2008-07-18 17:46","25.2","2008-07-18 12:51","23.7","82","71","2008-07-18 19:43","4.2","230","20.8","210","2008-07-18 00:59","15.5","11.5","1.0","2008-07-18 02:36","2.5","2008-07-18 00:47","0.0","0.0","3.53","12.6","/","2","2008-07-18 15:00","10.0"
"19","1004.5","1005.6","1007.6","2008-07-19 22:37","1002.9","2008-07-19 03:16","28.9","31.4","2008-07-19 12:18","27.1","2008-07-19 03:14","24.5","77","70","2008-07-19 15:54","4.0","200","15.2","190","2008-07-19 13:13","0.0","0.0","0.0","...","0.0","...","8.9","66.9","25.09","20.1","7.9","10","2008-07-19 13:00","5.3"
"20","1006.5","1007.6","1008.1","2008-07-20 21:54","1005.4","2008-07-20 03:17","29.1","32.4","2008-07-20 13:23","25.5","2008-07-20 05:52","24.1","75","66","2008-07-20 09:46","1.5","60","7.9","30","2008-07-20 12:34","0.0","0.0","0.0","...","0.0","...","12.1","91.0","28.28","16.9","5.6","10","2008-07-20 12:00","2.4"
"21","1006.0","1007.1","1007.6","2008-07-21 00:10","1004.4","2008-07-21 16:20","29.4","32.7","2008-07-21 11:59","26.3","2008-07-21 05:22","25.5","80","71","2008-07-21 16:27","1.6","60","7.3","40","2008-07-21 09:50","0.0","0.0","0.0","...","0.0","...","10.1","76.0","27.13","13.0","6.2","10","2008-07-21 13:00","4.4"
"22","1004.8","1005.9","1006.7","2008-07-22 21:49","1003.6","2008-07-22 15:54","29.5","33.4","2008-07-22 13:06","26.3","2008-07-22 05:34","25.4","79","68","2008-07-22 12:50","1.7","320","6.2","100","2008-07-22 12:26","0.0","0.0","0.0","...","0.0","...","11.0","82.9","27.17","17.4","5.1","10","2008-07-22 13:00","3.4"
"23","1005.3","1006.4","1006.5","2008-07-23 21:48","1003.9","2008-07-23 16:11","29.5","32.7","2008-07-23 14:18","26.7","2008-07-23 04:26","24.9","76","64","2008-07-23 08:13","1.5","310","5.0","120","2008-07-23 16:24","0.0","0.0","0.0","...","0.0","...","12.0","90.5","27.88","17.5","4.6","10","2008-07-23 13:00","1.5"
"24","1005.6","1006.7","1006.9","2008-07-24 07:54","1004.6","2008-07-24 15:04","29.5","32.5","2008-07-24 11:49","26.9","2008-07-24 03:59","25.1","77","68","2008-07-24 08:35","1.5","110","5.2","100","2008-07-24 11:43","0.0","0.0","0.0","...","0.0","...","11.3","85.3","27.98","14.9","6.1","10","2008-07-24 13:00","2.0"
"25","1004.3","1005.4","1005.4","2008-07-25 00:01","1002.6","2008-07-25 16:03","29.6","33.3","2008-07-25 14:13","26.4","2008-07-25 05:28","25.3","78","70","2008-07-25 13:54","1.4","140","5.3","110","2008-07-25 11:34","0.0","0.0","0.0","...","0.0","...","10.6","80.1","27.08","14.1","5.4","10","2008-07-25 13:00","3.5"
"26","1001.8","1002.9","1003.7","2008-07-26 00:01","999.7","2008-07-26 23:50","30.5","34.2","2008-07-26 12:22","27.2","2008-07-26 03:58","24.6","71","61","2008-07-26 12:22","1.6","100","5.8","90","2008-07-26 14:24","0.0","0.0","0.0","...","0.0","...","9.5","71.9","24.99","11.4","6.0","9","2008-07-26 12:00","7.0"
"27","993.7","994.8","1000.0","2008-07-27 00:02","985.5","2008-07-27 23:59","29.7","36.3","2008-07-27 13:32","25.5","2008-07-27 23:59","23.5","71","47","2008-07-27 13:32","3.0","50","15.1","60","2008-07-27 11:35","9.0","5.2","1.5","2008-07-27 18:36","2.5","2008-07-27 17:46","5.6","42.4","18.45","11.0","-1.4","8","2008-07-27 11:00","8.6"
"28","984.0","985.1","997.4","2008-07-28 23:56","970.1","2008-07-28 06:42","27.5","33.1","2008-07-28 06:53","24.7","2008-07-28 03:55","24.4","84","53","2008-07-28 06:53","5.5","200","25.4","210","2008-07-28 14:10","17.0","13.7","1.5","2008-07-28 00:11","4.0","2008-07-28 18:32","0.0","0.0","3.84","10.4","/","2","2008-07-28 13:00","9.8"
"29","1001.4","1002.5","1005.8","2008-07-29 22:24","996.8","2008-07-29 00:44","26.2","28.9","2008-07-29 11:49","24.7","2008-07-29 02:40","24.8","92","86","2008-07-29 12:51","3.3","220","18.6","190","2008-07-29 04:50","61.5","12.7","10.5","2008-07-29 02:34","28.5","2008-07-29 02:02","0.0","0.0","6.20","10.0","-1.1","5","2008-07-29 12:00","9.4"
"30","1006.6","1007.7","1009.7","2008-07-30 22:34","1004.2","2008-07-30 03:28","26.8","29.8","2008-07-30 14:38","24.5","2008-07-30 04:49","24.9","89","80","2008-07-30 16:27","0.9","200","5.5","180","2008-07-30 14:48","8.0","2.2","3.0","2008-07-30 13:10","4.0","2008-07-30 13:10","0.8","6.1","11.76","14.9","-2.7","6","2008-07-30 13:00","8.5"
"31","1010.0","1011.1","1012.0","2008-07-31 22:09","1008.4","2008-07-31 03:01","28.4","32.3","2008-07-31 11:39","24.7","2008-07-31 05:16","24.9","82","68","2008-07-31 10:47","1.4","320","5.3","100","2008-07-31 12:58","6.2","1.8","3.0","2008-07-31 21:52","5.5","2008-07-31 21:12","10.6","80.7","27.29","18.3","-4.8","11","2008-07-31 12:00","6.0"
